"score" "percentile"
"SDHB" 0.540116220558192 43.0779137153896
"APOA2" 0.258272132419205 10.524790727624
"SLC25A34" 1.32676591355491 91.3779781068899
"SH2D1B" 0.587825984217826 48.9632968448165
"DNAJC16" 0.495413832541155 36.8126207340631
"TMEM201" 1.0213362640196 83.7797810688989
"TTC39A" 0.311273903039364 15.4732775273664
"GTF2B" 0.204651803504896 6.61944623309723
"PRAMEF8" 0 0.672891178364456
"AJAP1" 0.342696880533172 18.6477784932389
"TSACC" 0.925071937412471 78.9890534449453
"GSTM2" 0.365307357017848 20.9658725048294
"ADPRHL2" 0.785541204869994 69.2144236960721
"KCNK2" 0.385749686972293 23.3097231165486
"ADAR" 0.334159928862546 17.8493238892466
"HFM1" 0.495645149228863 36.8512556342563
"GBP3" 1.47003818811854 93.5930457179652
"RPS6KA1" 0.342765206051472 18.6542176432711
"TMEM9" 0.11097143065279 2.23438506117193
"HTR6" 0.99258500003778 82.43399871217
"RIIAD1" 0.45285614332702 31.249195106246
"TRIM62" 0.450100630647414 30.920798454604
"PAX7" 0.774244290619733 68.3065035415325
"PDC" 1.35639436676251 91.8866709594334
"PVRL4" 0.845987092512185 74.0244687701223
"SRSF10" 0 0.672891178364456
"NOS1AP" 0.606401726176964 51.4681262073406
"NCMAP" 0.609283508388246 51.7514488087572
"NUDT17" 0.513963194338276 39.6265292981326
"USF1" 0.331112184990933 17.5595621377978
"SEMA6C" 0.680500008970594 59.6136509980683
"IL20" 0.445622362984407 30.3412749517064
"GRHL3" 0.934901203556604 79.5428203477141
"EPHA8" 1.13743535299468 87.3985833869929
"DMAP1" 0.530291101147619 41.8931101094655
"PIGK" 0.363749809894953 20.8048937540245
"PRPF3" 0.231955709032759 8.62846104314231
"DCDC2B" 0.352804760121289 19.6007726980039
"C1orf172" 0.528457855639407 41.5840309079202
"SH2D2A" 0.521704259270076 40.7469414037347
"FAM76A" 0.187250261305032 5.51835157759176
"ERI3" 0.277428870115878 12.2794591113973
"PPFIA4" 0.565823241169463 46.4520283322601
"PI4KB" 0.545282918585661 43.7733419188667
"ATP6V0B" 0.247585485775456 9.62652929813265
"SLAMF9" 1.72814753133151 95.8918222794591
"CD48" 0.369546898455731 21.4681262073406
"THRAP3" 0.410052461204173 25.988409529942
"VWA1" 0.955407455347368 80.560206052801
"RGS16" 0.864577806718401 75.3251770766259
"DR1" 0.46301398798722 32.4082421120412
"ISG20L2" 1.10708232545835 86.5808113329041
"FAM73A" 0.500469357146189 37.6110753380554
"PLD5" 0.37193522803512 21.7256922086285
"PARK7" 0.782460599359306 68.9890534449453
"SOX13" 0.724098763556871 63.9407598197038
"PAPPA2" 0.816457068366573 71.841596909208
"TRIM33" 0.344241057548821 18.7701223438506
"XCL1" 0.619053863863234 52.9298132646491
"ENAH" 0.534420745557524 42.3953638119768
"EFCAB14" 0.572638322606001 47.1152607855763
"ST6GALNAC5" 1.12694371629466 87.2118480360592
"SLC27A3" 0.553968001935863 44.8486799742434
"MAP3K6" 0.675903503498292 59.0985189954926
"CCT3" 0.360241758250036 20.4443013522215
"NAV1" 0.703461410626844 61.8673535093368
"VANGL1" 0.601543327591461 50.8113329040567
"KCNC4" 0.662532135502057 57.7527366387637
"CR1" 0.949724374782204 80.2318094011591
"UFC1" 0.175461391830838 4.70701867353509
"SIKE1" 0.321147556845429 16.4069542820348
"KNCN" 1.21456852082044 89.2337411461687
"MYOM3" 0.733883142379055 64.9066323245332
"DDI2" 0.246410650253399 9.5428203477141
"EFHD2" 0.269382318623445 11.6548615582743
"GLRX2" 0.913734022841725 78.4288473921442
"SERPINC1" 0.708734589314124 62.4146812620734
"SLC45A1" 1.39530817718056 92.5370251126851
"HES5" 0.18952002275845 5.71796522858983
"ECE1" 0.567094783185842 46.5679330328397
"ELK4" 0.855443719652023 74.6490663232453
"IGSF21" 0.766928624705384 67.6690276883451
"SLC35A3" 0.40551695760155 25.4217643271088
"TRMT13" 0.802356211970994 70.7083065035415
"EGLN1" 0.564488594280015 46.2781712813909
"LRRIQ3" 1.53461393860654 94.307791371539
"TSEN15" 0.594401129179614 49.7875080489375
"LIN28A" 0.423779624708042 27.5466838377334
"CD1E" 0.971557997135455 81.3779781068899
"TRIT1" 0.919834024124175 78.7636831938184
"SDE2" 0.514079512837508 39.6522858982614
"FAF1" 0.387304784657388 23.4835801674179
"MEF2D" 0.344725506045042 18.8538312942692
"TIPRL" 0.37137486331134 21.6677398583387
"AKR7A2" 0.703198928487049 61.8351577591758
"KLHL12" 0.223826645399935 8.06825499034128
"ARV1" 0.833228453368462 73.1745009658725
"GNPAT" 0.49614548507891 36.9478428847392
"WDR78" 1.30483446701886 90.9401159047006
"HNRNPR" 0.411288745963738 26.117192530586
"TFAP2E" 1.00229728968224 82.8976175144881
"TNFRSF14" 0.697073465137425 61.2878300064392
"IFI16" 1.10159480306019 86.4520283322601
"NLRP3" 1.20044105558531 88.8860270444301
"RERE" 1.09989778394959 86.4005151320026
"C1orf186" 0.530837237099848 41.9703799098519
"IL10" 0.672506655105902 58.8023180940116
"ZMYND12" 0.548808028052912 44.1661300708306
"NRD1" 0.394035194704194 24.1210560206053
"RFWD2" 0.186786442822687 5.43464262717321
"PLA2G2D" 1.44116774599813 93.2646490663232
"ALPL" 0.507141789388444 38.5576303927881
"CELA3B" 1.13175943341924 87.30199613651
"CENPF" 3.33302028917101 99.2530585962653
"ZNF683" 1.69083850549507 95.5956213779781
"HES2" 0.24814 9.71667739858339
"TTF2" 0.925337056372609 79.0276883451384
"THEM5" 0.899551228280495 77.6175144880876
"KIRREL" 1.02216199959412 83.8055376690277
"TMEM63A" 0.622541975372791 53.2582099162911
"AMY1C" 0.711526710735444 62.7044430135222
"KIAA1804" 0.956236653304542 80.5988409529942
"PEX19" 0.553978995158568 44.8551191242756
"FUCA1" 1.15737129531628 87.926593689633
"PIGR" 0.881622244211336 76.5164198325821
"H6PD" 5.33469052457825 99.7746297488731
"ZBTB7B" 1.68975919219278 95.5827430779137
"GPATCH3" 1.06100327143268 85.164198325821
"ZNF687" 1.22544725981377 89.4784288473921
"TNFRSF9" 0.638207216697254 54.9259497746297
"CRB1" 1.35822995659503 91.9188667095943
"SRM" 0.336528608806447 18.0746941403735
"USH2A" 1.06327086645783 85.2607855763039
"FAIM3" 0.827226710989192 72.6786864133934
"TRIM17" 1.68336533582759 95.5312298776562
"PKN2" 0.350617521042294 19.3496458467482
"FCRL5" 1.185392572005 88.5061171925306
"CFHR5" 0.894850429695392 77.3148744365744
"ANKRD13C" 0.298384329451518 14.3013522215068
"PTGER3" 0.677243529745613 59.2337411461687
"DBT" 0.559332247323766 45.6535737282679
"CTPS1" 0.175138580825114 4.64906632324533
"C1orf86" 0.318710988005853 16.1107533805538
"MOV10" 0.417192298816261 26.8512556342563
"USP1" 0.686737382840945 60.2060528010303
"PLEKHA6" 0.869588317788891 75.692208628461
"ANGPTL1" 0.929240188477494 79.2337411461687
"GNAT2" 0.677700148115713 59.2852543464263
"FBXO44" 0.90348209176624 77.8364455891822
"BSND" 0.993858816926624 82.498390212492
"TOR1AIP2" 1.28881339886271 90.7855763039279
"DNAH14" 1.20534701935469 89.0405666452028
"KIF26B" 1.07527259276411 85.6793303283966
"SGIP1" 0.559802020692419 45.7372826786864
"THEMIS2" 1.35059402615716 91.7707662588538
"CERS2" 0.526575440827195 41.4037347070187
"TOR3A" 0.706132657893545 62.0927237604636
"CACHD1" 0.478492884236884 34.5138441725692
"SEMA4A" 0.655867703168104 57.0959433354797
"KIF2C" 0.678566423035547 59.407598197038
"ESRRG" 0.368250206510788 21.3522215067611
"ALG14" 1.12711183996975 87.2182871860914
"CLCNKA" 0.85550074224179 74.6555054732775
"RNF19B" 0.644032563789509 55.5698647778493
"EPS15" 0.667555475677423 58.3129426915647
"FCRL4" 0.811095065802744 71.4294913071475
"TBX15" 0.745403642899305 65.8531873792659
"FMO5" 0.615678883097887 52.6593689632968
"EYA3" 0.220356506578899 7.84288473921442
"C1orf101" 0.915521687171808 78.5383129426916
"POGZ" 0.762146348103087 67.2762395363812
"ZMYM4" 0.291105905641751 13.586606567933
"MSH4" 0.663811427430551 57.8879587894398
"IBA57" 0.943831864764765 80.0515132002576
"PPP2R5A" 0.186369879876767 5.41532517707663
"GMEB1" 0.657697309016779 57.269800386349
"NID1" 0.99275487798364 82.4468770122344
"AHCTF1" 0.824358759127928 72.4275595621378
"RLF" 0.756856751889802 66.8061815840309
"AXDND1" 0.59167085255887 49.4655505473278
"HHIPL2" 0.834545444183497 73.2517707662588
"SELENBP1" 0.767502317639632 67.7205408886027
"LGALS8" 1.25623560618032 90.1416613007083
"KIAA1324" 0.750476794742229 66.3232453316162
"GBP5" 1.17884228161524 88.3580167417901
"BCL2L15" 0.464492541564447 32.6529298132646
"PKP1" 1.24873504462747 89.8969735994849
"EMC1" 0.678823852360979 59.4462330972312
"GORAB" 1.06297105716233 85.2479072762395
"GOLT1A" 0.452473639688045 31.1976819059884
"KCNH1" 1.08181116345728 85.8982614294913
"TDRD10" 0.561681544278829 45.9047005795235
"PSMB4" 0.304481004041772 14.8229233741146
"EIF3I" 0.160464669273291 3.99227301996136
"SHCBP1L" 0.74686311674296 65.988409529942
"MUL1" 1.67937194556643 95.4990341274952
"HIPK1" 0.859692116360443 74.9645846748229
"RHCE" 1.36256182357256 92.0283322601417
"PRSS38" 1.33636835330589 91.545396007727
"C1orf127" 0.518392816805461 40.296200901481
"ERRFI1" 0.414939813415227 26.5743721828719
"GSTM5" 0.535228241913922 42.4597553122988
"IQCC" 0.210136058989515 6.99291693496458
"NUP133" 0.80722920261636 71.1461687057308
"CELF3" 0.212120281970573 7.17321313586607
"RNPEP" 0.539910744996632 43.058596265293
"EPHX1" 1.1267776774203 87.1925305859627
"SAMD11" 1.31592816294076 91.216999356085
"FMN2" 0.470675586026565 33.5672891178364
"ZBTB17" 0.380971349033382 22.8267868641339
"MMP23B" 0.0438654752369247 1.38763683193818
"MEGF6" 0.822116580941901 72.2472633612363
"TSNAX" 0.423549312586057 27.533805537669
"ASAP3" 0.683346580211279 59.9034127495171
"NVL" 0.745788130804385 65.8982614294913
"ADAMTSL4" 0.994146105401815 82.5112685125563
"ATAD3B" 1.49210361193533 93.8441725692209
"SEPN1" 0.833362159498601 73.1938184159691
"HDAC1" 0.271730315732487 11.7900837089504
"CEP350" 0.807655327773664 71.1976819059884
"DCST1" 0.56803926406096 46.6967160334836
"SLC30A2" 0.838359610949266 73.4900193174501
"TMEM240" 0.251543771238725 9.90985189954926
"NUDC" 0.460528400552483 32.137797810689
"RAB3B" 0.184233842087332 5.22537025112685
"PRAMEF5" 0 0.672891178364456
"FAM151A" 1.25953656671337 90.2189311010947
"ABCA4" 0.877501437438141 76.2266580811333
"LRRC39" 0.54787042709646 44.0888602704443
"SF3A3" 0.180548346493973 5.04829362524147
"ORC1" 0.975489912242766 81.5711526078558
"RCSD1" 0.677986066304328 59.3303283966516
"AMY2A" 0.715586011164129 63.1036703155184
"CROCC" 1.03085926658495 84.1532517707663
"RAB25" 0.892070778570399 77.1603348358017
"VAMP4" 0.121079914731562 2.49195106245976
"MIB2" 1.14803371935834 87.7012234385061
"TNNI1" 0.319071682122808 16.1429491307147
"HSD11B1" 0.257276926599754 10.4056664520283
"NKAIN1" 0.614402255487086 52.5048293625241
"LHX8" 0.324971045465688 16.709594333548
"BRINP3" 0.981829834905626 81.9253058596265
"PPP1R8" 0.406245559237997 25.5827430779137
"SPATA17" 0.681923055881582 59.7231165486156
"C8B" 0.654925685659257 56.941403734707
"SERTAD4" 1.19025002966279 88.6477784932389
"MTHFR" 1.0328665437062 84.2176432710882
"NPPA" 0.289973345968211 13.4385061171925
"FCER1A" 0.51459034577238 39.73599484868
"JMJD4" 0.641686573502684 55.3316162266581
"CDK18" 0.653444654849385 56.7997424339987
"C1orf159" 0.732323959071869 64.7520927237605
"C4BPA" 0.823254283625952 72.3502897617515
"TIE1" 0.629139368938086 53.8506117192531
"TSPAN2" 0.371257880225192 21.6355441081777
"ZNF670" 1.80193971496349 96.2910495814552
"DHCR24" 0.698657203961544 61.4552479072762
"CREG1" 0.392343726051561 23.9729555698648
"SNRNP40" 0.228399575418273 8.39021249195106
"C1orf194" 0.906530205139354 77.9716677398583
"AP4B1" 0.670254959252903 58.5383129426916
"TAS1R3" 1.71058589606505 95.7179652285898
"C1orf137" 0 0.672891178364456
"FAM19A3" 0.990707755768533 82.3374114616871
"SNIP1" 0.51593302449662 39.9162910495815
"PDE4DIP" 1.20319154188046 88.9826142949131
"PYGO2" 1.76290206298857 96.052801030264
"NBPF16" 0.253251799019606 10.0128783000644
"F3" 1.1679475809125 88.1197681905988
"MCOLN2" 0.865108377069812 75.3573728267869
"TTLL7" 0.33811968256715 18.1519639407598
"GDAP2" 0.39014526056283 23.7475853187379
"LDLRAD2" 0.435356565774536 29.0727623953638
"MPC2" 0.826478263069469 72.6078557630393
"PPAP2B" 0.427996501257913 28.0360592401803
"PRAMEF7" 0.194591866778479 6.03992273019961
"TMEM222" 0.553080815580919 44.6941403734707
"PYCR2" 0.472059406021056 33.7669027688345
"RWDD3" 0.30366630280334 14.7070186735351
"CSF1" 0.515725038675326 39.8969735994849
"CMPK1" 0.376672445605677 22.2858982614295
"NRAS" 0.101302608321253 2.02833226014166
"C1orf228" 0.429714072505078 28.3129426915647
"SYDE2" 0.799637726892898 70.4636188023181
"SERBP1" 0.265272798228023 11.2620734063104
"USP48" 0.262406364588707 10.9401159047006
"CFH" 0.891436147719423 77.1088216355441
"CCDC181" 0.55271519755232 44.6426271732131
"FNDC5" 0.466983135038801 33.0006439150032
"RRP15" 0.679513645476307 59.5106245975531
"PRAMEF17" 0.88703562011079 76.8254990341275
"ITGB3BP" 0.235769239904464 8.86670959433355
"LDLRAP1" 0.888072018381305 76.8770122343851
"NUP210L" 0.496364026348727 37.005795235029
"CNN3" 0.398950960616122 24.7778493238892
"PRAMEF20" 0.214895543695071 7.48873148744366
"SPOCD1" 1.08133176557292 85.8660656793303
"PHF13" 0.63359523464196 54.3206696716033
"ROR1" 1.31476280150115 91.184803605924
"SLC26A9" 0.749566493271197 66.284610431423
"SRRM1" 0.709010160455701 62.43399871217
"PEX11B" 0.793632353469386 69.9613650998068
"SV2A" 0.430325408035773 28.4288473921442
"SDC3" 0.600022465687161 50.592401802962
"SNAPIN" 0.062035 1.48100450740502
"HAO2" 0.728999138237846 64.4558918222795
"RPAP2" 0.436951845738979 29.3174500965873
"TDRKH" 0.972087286370473 81.4037347070187
"RABGGTB" 0.238474164849071 9.05988409529942
"FNBP1L" 0.297699537166304 14.2369607211848
"WARS2" 0.568317452383544 46.7417900837089
"CD101" 1.47186672623051 93.6252414681262
"FAM132A" 0.912392924952863 78.3708950418545
"LPHN2" 0.594651942869825 49.8325820991629
"KIAA2013" 0.756298617242112 66.7482292337411
"DOCK7" 0.423970046707256 27.5853187379266
"PIK3R3" 0.495559624258845 36.8383773341919
"GPR89B" 0.326146065647927 16.8383773341919
"FAM189B" 0.755985377572156 66.709594333548
"GNAI3" 0.229732930121099 8.4803605924018
"DISC1" 0.613975653850004 52.4211204121056
"ARHGEF11" 0.68178888849678 59.703799098519
"ZNF326" 0.365770266195492 21.0045074050225
"HSD3B1" 1.69682202920636 95.6342562781713
"NTRK1" 0.763836015269519 67.4050225370251
"NCDN" 0.962971435913178 80.9658725048294
"GPR137B" 0.731839572151347 64.7070186735351
"FHL3" 1.24602123943693 89.8390212491951
"CACYBP" 0.353793107441431 19.7488731487444
"PPCS" 0.931286919528742 79.3625241468126
"ENO1" 0.448526853297251 30.7340631036703
"BMP8B" 0.638077373464095 54.8808757244044
"SCNN1D" 1.15662782994569 87.8879587894398
"LYPLA2" 0.214895507610716 7.4243399871217
"MMEL1" 0.692433852782649 60.8306503541532
"ICMT" 0.83745213033749 73.3805537669028
"COL9A2" 0.786487175890139 69.2788151963941
"C1orf112" 0.575635451784957 47.5531229877656
"VSIG8" 0.382140034982924 22.9362524146813
"MRTO4" 0.55077847705527 44.4172569220863
"CASZ1" 1.02297519203902 83.8634900193175
"MACF1" 0.611601526616722 52.105602060528
"OTUD3" 0.590984047193629 49.3367675466838
"NCSTN" 0.215566127315254 7.59819703799099
"TRNAU1AP" 0.452945165143219 31.2685125563426
"PTPN14" 0.860813794196773 75.0611719253059
"TAF12" 0.581183247623611 48.222794591114
"GLIS1" 1.20163427898447 88.9375402446877
"NOTCH2" 0.545516107814549 43.7926593689633
"ASH1L" 1.46658665219505 93.5672891178365
"PTPRU" 0.628290763981146 53.7733419188667
"PUM1" 0.434458477405397 28.9246619446233
"UAP1" 0.613264840734138 52.3052157115261
"C1orf174" 2.25592472336113 97.9394719896974
"CD1D" 0.801248696104191 70.5988409529942
"HNRNPU" 0.339655521032439 18.3322601416613
"RORC" 0.475847694929616 34.1918866709594
"C1orf198" 0.293400381131034 13.7862202189311
"ADC" 0.838006608834006 73.4642627173213
"IL12RB2" 1.04978978132284 84.835801674179
"PRG4" 1.44713664364876 93.3483580167418
"STMN1" 0.42838415 28.0875724404379
"ATF3" 0.248232299766227 9.77462974887315
"UBAP2L" 0.220651790405517 7.85576303927882
"ATP13A2" 0.628770091009351 53.8055376690277
"ARHGEF16" 1.0768914864871 85.724404378622
"C1orf116" 5.45396702130418 99.8325820991629
